{\rtf1\ansi\ansicpg1252\cocoartf1038\cocoasubrtf360
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;}
\paperw11900\paperh16840\margl1440\margr1440\vieww21020\viewh14500\viewkind0
\deftab720
\pard\pardeftab720\ql\qnatural

\f0\fs24 \cf0 type	latitude	longitude	altitude (m)	data	fixtype	utc\
W	39.945336000	-4.100707000	18628.0	570	04	Sun Oct 27 2013 18:37:45 GMT+0100 (CET)\
W	39.945367000	-4.100090000	18670.0	571	04	Sun Oct 27 2013 18:38:00 GMT+0100 (CET)\
W	39.945115000	-4.099092000	18714.0	572	04	Sun Oct 27 2013 18:38:15 GMT+0100 (CET)\
W	39.944943000	-4.097998000	18761.0	573	04	Sun Oct 27 2013 18:38:30 GMT+0100 (CET)\
W	39.944909000	-4.096778000	18807.0	574	04	Sun Oct 27 2013 18:38:45 GMT+0100 (CET)\
W	39.944818000	-4.095431000	18854.0	575	04	Sun Oct 27 2013 18:39:00 GMT+0100 (CET)\
W	39.944654000	-4.093871000	18902.0	576	04	Sun Oct 27 2013 18:39:15 GMT+0100 (CET)\
W	39.944474000	-4.092238000	18952.0	577	04	Sun Oct 27 2013 18:39:30 GMT+0100 (CET)\
W	39.944058000	-4.090567000	19001.0	578	04	Sun Oct 27 2013 18:39:45 GMT+0100 (CET)\
W	39.943597000	-4.089244000	19051.0	579	04	Sun Oct 27 2013 18:40:00 GMT+0100 (CET)\
W	39.943116000	-4.088208000	19101.0	580	04	Sun Oct 27 2013 18:40:15 GMT+0100 (CET)\
W	39.942658000	-4.087553000	19151.0	581	04	Sun Oct 27 2013 18:40:30 GMT+0100 (CET)\
W	39.942197000	-4.087083000	19202.0	582	04	Sun Oct 27 2013 18:40:45 GMT+0100 (CET)\
W	39.942029000	-4.086565000	19251.0	583	04	Sun Oct 27 2013 18:41:00 GMT+0100 (CET)\
W	39.941854000	-4.085814000	19302.0	584	04	Sun Oct 27 2013 18:41:15 GMT+0100 (CET)\
W	39.941655000	-4.084825000	19353.0	585	04	Sun Oct 27 2013 18:41:30 GMT+0100 (CET)\
W	39.941419000	-4.083509000	19404.0	586	04	Sun Oct 27 2013 18:41:45 GMT+0100 (CET)\
W	39.940953000	-4.082209000	19454.0	587	04	Sun Oct 27 2013 18:42:00 GMT+0100 (CET)\
W	39.940400000	-4.080733000	19506.0	588	04	Sun Oct 27 2013 18:42:15 GMT+0100 (CET)\
W	39.939775000	-4.079848000	19555.0	589	04	Sun Oct 27 2013 18:42:30 GMT+0100 (CET)\
W	39.939172000	-4.079280000	19601.0	590	04	Sun Oct 27 2013 18:42:45 GMT+0100 (CET)\
W	39.938725000	-4.078893000	19647.0	591	04	Sun Oct 27 2013 18:43:00 GMT+0100 (CET)\
W	39.938539000	-4.078735000	19687.0	592	04	Sun Oct 27 2013 18:43:15 GMT+0100 (CET)\
W	39.938535000	-4.078619000	19718.0	593	04	Sun Oct 27 2013 18:43:30 GMT+0100 (CET)\
W	39.938561000	-4.078504000	19748.0	594	04	Sun Oct 27 2013 18:43:45 GMT+0100 (CET)\
W	39.938729000	-4.078189000	19782.0	595	04	Sun Oct 27 2013 18:44:00 GMT+0100 (CET)\
W	39.938909000	-4.077999000	19812.0	596	04	Sun Oct 27 2013 18:44:15 GMT+0100 (CET)\
W	39.939187000	-4.077741000	19860.0	597	04	Sun Oct 27 2013 18:44:30 GMT+0100 (CET)\
W	39.939473000	-4.077439000	19904.0	598	04	Sun Oct 27 2013 18:44:45 GMT+0100 (CET)\
W	39.939504000	-4.077186000	19944.0	599	04	Sun Oct 27 2013 18:45:00 GMT+0100 (CET)\
W	39.939759000	-4.076964000	19995.0	600	04	Sun Oct 27 2013 18:45:15 GMT+0100 (CET)\
W	39.940221000	-4.076785000	20050.0	601	04	Sun Oct 27 2013 18:45:30 GMT+0100 (CET)\
W	39.940743000	-4.076396000	20105.0	602	04	Sun Oct 27 2013 18:45:45 GMT+0100 (CET)\
W	39.941327000	-4.075790000	20165.0	603	04	Sun Oct 27 2013 18:46:00 GMT+0100 (CET)\
W	39.942021000	-4.075031000	20233.0	604	04	Sun Oct 27 2013 18:46:15 GMT+0100 (CET)\
W	39.942529000	-4.074020000	20292.0	605	04	Sun Oct 27 2013 18:46:30 GMT+0100 (CET)\
W	39.942811000	-4.073110000	20345.0	606	04	Sun Oct 27 2013 18:46:45 GMT+0100 (CET)\
W	39.943051000	-4.072323000	20399.0	607	04	Sun Oct 27 2013 18:47:00 GMT+0100 (CET)\
W	39.943250000	-4.071435000	20450.0	608	04	Sun Oct 27 2013 18:47:15 GMT+0100 (CET)\
W	39.943364000	-4.070538000	20501.0	609	04	Sun Oct 27 2013 18:47:30 GMT+0100 (CET)\
W	39.943376000	-4.069758000	20550.0	610	04	Sun Oct 27 2013 18:47:45 GMT+0100 (CET)\
W	39.943463000	-4.069039000	20598.0	611	04	Sun Oct 27 2013 18:48:00 GMT+0100 (CET)\
W	39.943608000	-4.068500000	20645.0	612	04	Sun Oct 27 2013 18:48:15 GMT+0100 (CET)\
W	39.944005000	-4.068135000	20692.0	613	04	Sun Oct 27 2013 18:48:30 GMT+0100 (CET)\
W	39.944474000	-4.067845000	20740.0	614	04	Sun Oct 27 2013 18:48:45 GMT+0100 (CET)\
W	39.944951000	-4.067511000	20791.0	615	04	Sun Oct 27 2013 18:49:00 GMT+0100 (CET)\
W	39.945622000	-4.067142000	20841.0	616	04	Sun Oct 27 2013 18:49:15 GMT+0100 (CET)\
W	39.946412000	-4.066577000	20892.0	617	04	Sun Oct 27 2013 18:49:30 GMT+0100 (CET)\
W	39.947213000	-4.065664000	20948.0	618	04	Sun Oct 27 2013 18:49:45 GMT+0100 (CET)\
W	39.948209000	-4.064672000	21002.0	619	04	Sun Oct 27 2013 18:50:00 GMT+0100 (CET)\
W	39.948930000	-4.063610000	21061.0	620	04	Sun Oct 27 2013 18:50:15 GMT+0100 (CET)\
W	39.949685000	-4.062477000	21116.0	621	04	Sun Oct 27 2013 18:50:30 GMT+0100 (CET)\
W	39.950162000	-4.061170000	21175.0	622	04	Sun Oct 27 2013 18:50:45 GMT+0100 (CET)\
W	39.950391000	-4.059823000	21233.0	623	04	Sun Oct 27 2013 18:51:00 GMT+0100 (CET)\
W	39.950345000	-4.058603000	21288.0	624	04	Sun Oct 27 2013 18:51:15 GMT+0100 (CET)\
W	39.950006000	-4.057447000	21343.0	625	04	Sun Oct 27 2013 18:51:30 GMT+0100 (CET)\
W	39.949738000	-4.056427000	21398.0	626	04	Sun Oct 27 2013 18:51:45 GMT+0100 (CET)\
W	39.949430000	-4.055348000	21452.0	627	04	Sun Oct 27 2013 18:52:00 GMT+0100 (CET)\
W	39.949281000	-4.054423000	21501.0	628	04	Sun Oct 27 2013 18:52:15 GMT+0100 (CET)\
W	39.949159000	-4.053416000	21551.0	629	04	Sun Oct 27 2013 18:52:30 GMT+0100 (CET)\
W	39.949189000	-4.052439000	21596.0	630	04	Sun Oct 27 2013 18:52:45 GMT+0100 (CET)\
W	39.949407000	-4.051549000	21644.0	631	04	Sun Oct 27 2013 18:53:00 GMT+0100 (CET)\
W	39.949742000	-4.050728000	21690.0	632	04	Sun Oct 27 2013 18:53:15 GMT+0100 (CET)\
W	39.950143000	-4.049537000	21737.0	633	04	Sun Oct 27 2013 18:53:30 GMT+0100 (CET)\
W	39.950521000	-4.048209000	21781.0	634	04	Sun Oct 27 2013 18:53:45 GMT+0100 (CET)\
W	39.950780000	-4.046528000	21828.0	635	04	Sun Oct 27 2013 18:54:00 GMT+0100 (CET)\
W	39.951005000	-4.044885000	21876.0	636	04	Sun Oct 27 2013 18:54:15 GMT+0100 (CET)\
W	39.951211000	-4.043076000	21925.0	637	04	Sun Oct 27 2013 18:54:30 GMT+0100 (CET)\
W	39.951283000	-4.041340000	21971.0	638	04	Sun Oct 27 2013 18:54:45 GMT+0100 (CET)\
W	39.951306000	-4.039622000	22021.0	639	04	Sun Oct 27 2013 18:55:00 GMT+0100 (CET)\
W	39.951177000	-4.038111000	22072.0	640	04	Sun Oct 27 2013 18:55:15 GMT+0100 (CET)\
W	39.950822000	-4.036770000	22124.0	641	04	Sun Oct 27 2013 18:55:30 GMT+0100 (CET)\
W	39.950440000	-4.035490000	22178.0	642	04	Sun Oct 27 2013 18:55:45 GMT+0100 (CET)\
W	39.950101000	-4.034149000	22229.0	643	04	Sun Oct 27 2013 18:56:00 GMT+0100 (CET)\
W	39.949800000	-4.032592000	22281.0	644	04	Sun Oct 27 2013 18:56:15 GMT+0100 (CET)\
W	39.949380000	-4.030931000	22336.0	645	04	Sun Oct 27 2013 18:56:30 GMT+0100 (CET)\
W	39.948945000	-4.029185000	22389.0	646	04	Sun Oct 27 2013 18:56:45 GMT+0100 (CET)\
W	39.948480000	-4.027541000	22443.0	647	04	Sun Oct 27 2013 18:57:00 GMT+0100 (CET)\
W	39.948304000	-4.026413000	22497.0	648	04	Sun Oct 27 2013 18:57:15 GMT+0100 (CET)\
W	39.948091000	-4.025511000	22550.0	649	04	Sun Oct 27 2013 18:57:30 GMT+0100 (CET)\
W	39.947747000	-4.024430000	22602.0	650	04	Sun Oct 27 2013 18:57:45 GMT+0100 (CET)\
W	39.947343000	-4.023293000	22652.0	651	04	Sun Oct 27 2013 18:58:00 GMT+0100 (CET)\
W	39.946847000	-4.022144000	22701.0	652	04	Sun Oct 27 2013 18:58:15 GMT+0100 (CET)\
W	39.946275000	-4.020878000	22749.0	653	04	Sun Oct 27 2013 18:58:30 GMT+0100 (CET)\
W	39.945802000	-4.019537000	22797.0	654	04	Sun Oct 27 2013 18:58:45 GMT+0100 (CET)\
W	39.945184000	-4.018137000	22844.0	655	04	Sun Oct 27 2013 18:59:00 GMT+0100 (CET)\
W	39.944463000	-4.016896000	22893.0	656	04	Sun Oct 27 2013 18:59:15 GMT+0100 (CET)\
W	39.943818000	-4.015831000	22941.0	657	04	Sun Oct 27 2013 18:59:30 GMT+0100 (CET)\
W	39.943238000	-4.015006000	22988.0	658	04	Sun Oct 27 2013 18:59:45 GMT+0100 (CET)\
W	39.942922000	-4.014380000	23035.0	659	04	Sun Oct 27 2013 19:00:00 GMT+0100 (CET)\
W	39.942582000	-4.013665000	23087.0	660	04	Sun Oct 27 2013 19:00:15 GMT+0100 (CET)\
W	39.942124000	-4.012812000	23138.0	661	04	Sun Oct 27 2013 19:00:30 GMT+0100 (CET)\
W	39.941812000	-4.012155000	23190.0	662	04	Sun Oct 27 2013 19:00:45 GMT+0100 (CET)\
W	39.941812000	-4.011693000	23240.0	663	04	Sun Oct 27 2013 19:01:00 GMT+0100 (CET)\
W	39.941918000	-4.011389000	23291.0	664	04	Sun Oct 27 2013 19:01:15 GMT+0100 (CET)\
W	39.942071000	-4.010922000	23348.0	665	04	Sun Oct 27 2013 19:01:30 GMT+0100 (CET)\
W	39.942262000	-4.010449000	23408.0	666	04	Sun Oct 27 2013 19:01:45 GMT+0100 (CET)\
W	39.942563000	-4.009940000	23467.0	667	04	Sun Oct 27 2013 19:02:00 GMT+0100 (CET)\
W	39.943105000	-4.009251000	23527.0	668	04	Sun Oct 27 2013 19:02:15 GMT+0100 (CET)\
W	39.943662000	-4.008437000	23586.0	669	04	Sun Oct 27 2013 19:02:30 GMT+0100 (CET)\
W	39.944230000	-4.007387000	23649.0	670	04	Sun Oct 27 2013 19:02:45 GMT+0100 (CET)\
W	39.944768000	-4.006288000	23710.0	671	04	Sun Oct 27 2013 19:03:00 GMT+0100 (CET)\
W	39.945394000	-4.005325000	23767.0	672	04	Sun Oct 27 2013 19:03:15 GMT+0100 (CET)\
W	39.946012000	-4.004556000	23823.0	673	04	Sun Oct 27 2013 19:03:30 GMT+0100 (CET)\
W	39.946595000	-4.003860000	23879.0	674	04	Sun Oct 27 2013 19:03:45 GMT+0100 (CET)\
W	39.947228000	-4.003196000	23934.0	675	04	Sun Oct 27 2013 19:04:00 GMT+0100 (CET)\
W	39.947984000	-4.002407000	23989.0	676	04	Sun Oct 27 2013 19:04:15 GMT+0100 (CET)\
W	39.948762000	-4.001566000	24042.0	677	04	Sun Oct 27 2013 19:04:30 GMT+0100 (CET)\
W	39.949430000	-4.000432000	24096.0	678	04	Sun Oct 27 2013 19:04:45 GMT+0100 (CET)\
W	39.949986000	-3.999091000	24150.0	679	04	Sun Oct 27 2013 19:05:00 GMT+0100 (CET)\
W	39.950414000	-3.997768000	24203.0	680	04	Sun Oct 27 2013 19:05:15 GMT+0100 (CET)\
W	39.950578000	-3.996276000	24254.0	681	04	Sun Oct 27 2013 19:05:30 GMT+0100 (CET)\
W	39.950597000	-3.994493000	24303.0	682	04	Sun Oct 27 2013 19:05:45 GMT+0100 (CET)\
W	39.950414000	-3.992582000	24353.0	683	04	Sun Oct 27 2013 19:06:00 GMT+0100 (CET)\
W	39.950063000	-3.990988000	24405.0	684	04	Sun Oct 27 2013 19:06:15 GMT+0100 (CET)\
W	39.949922000	-3.989652000	24458.0	685	04	Sun Oct 27 2013 19:06:30 GMT+0100 (CET)\
W	39.950089000	-3.988553000	24514.0	686	04	Sun Oct 27 2013 19:06:45 GMT+0100 (CET)\
W	39.950356000	-3.987387000	24571.0	687	04	Sun Oct 27 2013 19:07:00 GMT+0100 (CET)\
W	39.950646000	-3.985884000	24629.0	688	04	Sun Oct 27 2013 19:07:15 GMT+0100 (CET)\
W	39.950768000	-3.984127000	24687.0	689	04	Sun Oct 27 2013 19:07:30 GMT+0100 (CET)\
W	39.950761000	-3.982385000	24744.0	690	04	Sun Oct 27 2013 19:07:45 GMT+0100 (CET)\
W	39.950940000	-3.980753000	24801.0	691	04	Sun Oct 27 2013 19:08:00 GMT+0100 (CET)\
W	39.951222000	-3.979021000	24858.0	692	04	Sun Oct 27 2013 19:08:15 GMT+0100 (CET)\
W	39.951524000	-3.977178000	24916.0	693	04	Sun Oct 27 2013 19:08:30 GMT+0100 (CET)\
W	39.951703000	-3.975316000	24972.0	694	04	Sun Oct 27 2013 19:08:45 GMT+0100 (CET)\
W	39.951615000	-3.973287000	25029.0	695	04	Sun Oct 27 2013 19:09:00 GMT+0100 (CET)\
W	39.951406000	-3.971357000	25082.0	696	04	Sun Oct 27 2013 19:09:15 GMT+0100 (CET)\
W	39.950982000	-3.969600000	25135.0	697	04	Sun Oct 27 2013 19:09:30 GMT+0100 (CET)\
W	39.950452000	-3.967980000	25184.0	698	04	Sun Oct 27 2013 19:09:45 GMT+0100 (CET)\
W	39.949922000	-3.966300000	25233.0	699	04	Sun Oct 27 2013 19:10:00 GMT+0100 (CET)\
W	39.949426000	-3.964470000	25281.0	700	04	Sun Oct 27 2013 19:10:15 GMT+0100 (CET)\
W	39.948976000	-3.962816000	25330.0	701	04	Sun Oct 27 2013 19:10:30 GMT+0100 (CET)\
W	39.948586000	-3.961313000	25382.0	702	04	Sun Oct 27 2013 19:10:45 GMT+0100 (CET)\
W	39.948216000	-3.959747000	25433.0	703	04	Sun Oct 27 2013 19:11:00 GMT+0100 (CET)\
W	39.947930000	-3.958180000	25485.0	704	04	Sun Oct 27 2013 19:11:15 GMT+0100 (CET)\
W	39.947743000	-3.956668000	25536.0	705	04	Sun Oct 27 2013 19:11:30 GMT+0100 (CET)\
W	39.947598000	-3.955090000	25588.0	706	04	Sun Oct 27 2013 19:11:45 GMT+0100 (CET)\
W	39.947637000	-3.953325000	25645.0	707	04	Sun Oct 27 2013 19:12:00 GMT+0100 (CET)\
W	39.947694000	-3.951215000	25700.0	708	04	Sun Oct 27 2013 19:12:15 GMT+0100 (CET)\
W	39.947831000	-3.949203000	25753.0	709	04	Sun Oct 27 2013 19:12:30 GMT+0100 (CET)\
W	39.947885000	-3.947062000	25807.0	710	04	Sun Oct 27 2013 19:12:45 GMT+0100 (CET)\
W	39.947888000	-3.944962000	25861.0	711	04	Sun Oct 27 2013 19:13:00 GMT+0100 (CET)\
W	39.947915000	-3.942964000	25917.0	712	04	Sun Oct 27 2013 19:13:15 GMT+0100 (CET)\
W	39.948060000	-3.941224000	25972.0	713	04	Sun Oct 27 2013 19:13:30 GMT+0100 (CET)\
W	39.948068000	-3.939568000	26027.0	714	04	Sun Oct 27 2013 19:13:45 GMT+0100 (CET)\
W	39.948022000	-3.937854000	26081.0	715	04	Sun Oct 27 2013 19:14:00 GMT+0100 (CET)\
W	39.948171000	-3.936135000	26136.0	716	04	Sun Oct 27 2013 19:14:15 GMT+0100 (CET)\
W	39.948434000	-3.934224000	26189.0	717	04	Sun Oct 27 2013 19:14:30 GMT+0100 (CET)\
W	39.948674000	-3.932040000	26244.0	718	04	Sun Oct 27 2013 19:14:45 GMT+0100 (CET)\
W	39.948853000	-3.929672000	26298.0	719	04	Sun Oct 27 2013 19:15:00 GMT+0100 (CET)\
W	39.949082000	-3.927436000	26353.0	720	04	Sun Oct 27 2013 19:15:15 GMT+0100 (CET)\
W	39.949349000	-3.925373000	26411.0	721	04	Sun Oct 27 2013 19:15:30 GMT+0100 (CET)\
W	39.949567000	-3.923362000	26468.0	722	04	Sun Oct 27 2013 19:15:45 GMT+0100 (CET)\
W	39.949746000	-3.921419000	26527.0	723	04	Sun Oct 27 2013 19:16:00 GMT+0100 (CET)\
W	39.949761000	-3.919246000	26587.0	724	04	Sun Oct 27 2013 19:16:15 GMT+0100 (CET)\
W	39.949620000	-3.916977000	26649.0	725	04	Sun Oct 27 2013 19:16:30 GMT+0100 (CET)\
W	39.949376000	-3.914503000	26711.0	726	04	Sun Oct 27 2013 19:16:45 GMT+0100 (CET)\
W	39.949082000	-3.911919000	26774.0	727	04	Sun Oct 27 2013 19:17:00 GMT+0100 (CET)\
W	39.948785000	-3.909357000	26834.0	728	04	Sun Oct 27 2013 19:17:15 GMT+0100 (CET)\
W	39.948503000	-3.906737000	26895.0	729	04	Sun Oct 27 2013 19:17:30 GMT+0100 (CET)\
W	39.948285000	-3.904079000	26953.0	730	04	Sun Oct 27 2013 19:17:45 GMT+0100 (CET)\
W	39.948075000	-3.901294000	27008.0	731	04	Sun Oct 27 2013 19:18:00 GMT+0100 (CET)\
W	39.947659000	-3.898308000	27063.0	732	04	Sun Oct 27 2013 19:18:15 GMT+0100 (CET)\
W	39.947213000	-3.895325000	27116.0	733	04	Sun Oct 27 2013 19:18:30 GMT+0100 (CET)\
W	39.946729000	-3.892318000	27166.0	734	04	Sun Oct 27 2013 19:18:45 GMT+0100 (CET)\
W	39.946393000	-3.889373000	27215.0	735	04	Sun Oct 27 2013 19:19:00 GMT+0100 (CET)\
W	39.946046000	-3.886593000	27265.0	736	04	Sun Oct 27 2013 19:19:15 GMT+0100 (CET)\
W	39.945504000	-3.883749000	27314.0	737	04	Sun Oct 27 2013 19:19:30 GMT+0100 (CET)\
W	39.944856000	-3.881155000	27363.0	738	04	Sun Oct 27 2013 19:19:45 GMT+0100 (CET)\
W	39.944123000	-3.878732000	27413.0	739	04	Sun Oct 27 2013 19:20:00 GMT+0100 (CET)\
W	39.943589000	-3.876182000	27465.0	740	04	Sun Oct 27 2013 19:20:15 GMT+0100 (CET)\
W	39.943200000	-3.873572000	27519.0	741	04	Sun Oct 27 2013 19:20:30 GMT+0100 (CET)\
W	39.942842000	-3.870856000	27575.0	742	04	Sun Oct 27 2013 19:20:45 GMT+0100 (CET)\
W	39.942353000	-3.868129000	27633.0	743	04	Sun Oct 27 2013 19:21:00 GMT+0100 (CET)\
W	39.941770000	-3.865429000	27691.0	744	04	Sun Oct 27 2013 19:21:15 GMT+0100 (CET)\
W	39.941148000	-3.862555000	27751.0	745	04	Sun Oct 27 2013 19:21:30 GMT+0100 (CET)\
W	39.940530000	-3.859668000	27810.0	746	04	Sun Oct 27 2013 19:21:45 GMT+0100 (CET)\
W	39.939923000	-3.856916000	27869.0	747	04	Sun Oct 27 2013 19:22:00 GMT+0100 (CET)\
W	39.939385000	-3.854197000	27928.0	748	04	Sun Oct 27 2013 19:22:15 GMT+0100 (CET)\
W	39.938786000	-3.851560000	27989.0	749	04	Sun Oct 27 2013 19:22:30 GMT+0100 (CET)\
W	39.938272000	-3.848983000	28049.0	750	04	Sun Oct 27 2013 19:22:45 GMT+0100 (CET)\
W	39.937989000	-3.846548000	28108.0	751	04	Sun Oct 27 2013 19:23:00 GMT+0100 (CET)\
W	39.937783000	-3.844280000	28165.0	752	04	Sun Oct 27 2013 19:23:15 GMT+0100 (CET)\
W	39.937577000	-3.841956000	28222.0	753	04	Sun Oct 27 2013 19:23:30 GMT+0100 (CET)\
W	39.937531000	-3.839533000	28280.0	754	04	Sun Oct 27 2013 19:23:45 GMT+0100 (CET)\
W	39.937589000	-3.837077000	28337.0	755	04	Sun Oct 27 2013 19:24:00 GMT+0100 (CET)\
W	39.937646000	-3.834427000	28393.0	756	04	Sun Oct 27 2013 19:24:15 GMT+0100 (CET)\
W	39.937623000	-3.831516000	28449.0	757	04	Sun Oct 27 2013 19:24:30 GMT+0100 (CET)\
W	39.937676000	-3.828528000	28503.0	758	04	Sun Oct 27 2013 19:24:45 GMT+0100 (CET)\
W	39.937764000	-3.825518000	28557.0	759	04	Sun Oct 27 2013 19:25:00 GMT+0100 (CET)\
W	39.937772000	-3.822322000	28608.0	760	04	Sun Oct 27 2013 19:25:15 GMT+0100 (CET)\
W	39.937768000	-3.819051000	28657.0	761	04	Sun Oct 27 2013 19:25:30 GMT+0100 (CET)\
W	39.937966000	-3.815996000	28707.0	762	04	Sun Oct 27 2013 19:25:45 GMT+0100 (CET)\
W	39.938363000	-3.812987000	28756.0	763	04	Sun Oct 27 2013 19:26:00 GMT+0100 (CET)\
W	39.938878000	-3.810036000	28803.0	764	04	Sun Oct 27 2013 19:26:15 GMT+0100 (CET)\
W	39.939187000	-3.807196000	28851.0	765	04	Sun Oct 27 2013 19:26:30 GMT+0100 (CET)\
W	39.939473000	-3.804470000	28897.0	766	04	Sun Oct 27 2013 19:26:45 GMT+0100 (CET)\
W	39.939500000	-3.801630000	28942.0	767	04	Sun Oct 27 2013 19:27:00 GMT+0100 (CET)\
W	39.939549000	-3.798687000	28990.0	773	04	Sun Oct 27 2013 19:27:15 GMT+0100 (CET)\
W	39.939858000	-3.795753000	29038.0	774	04	Sun Oct 27 2013 19:27:30 GMT+0100 (CET)\
W	39.940320000	-3.792762000	29089.0	775	04	Sun Oct 27 2013 19:27:45 GMT+0100 (CET)\
W	39.940854000	-3.789686000	29142.0	776	04	Sun Oct 27 2013 19:28:00 GMT+0100 (CET)\
W	39.941472000	-3.786504000	29197.0	777	04	Sun Oct 27 2013 19:28:15 GMT+0100 (CET)\
W	39.942246000	-3.783333000	29253.0	778	04	Sun Oct 27 2013 19:28:30 GMT+0100 (CET)\
W	39.943032000	-3.780200000	29311.0	779	04	Sun Oct 27 2013 19:28:45 GMT+0100 (CET)\
W	39.943723000	-3.777012000	29371.0	780	04	Sun Oct 27 2013 19:29:00 GMT+0100 (CET)\
W	39.944551000	-3.773915000	29433.0	781	04	Sun Oct 27 2013 19:29:15 GMT+0100 (CET)\
W	39.945539000	-3.770846000	29494.0	782	04	Sun Oct 27 2013 19:29:30 GMT+0100 (CET)\
W	39.946649000	-3.767746000	29552.0	783	04	Sun Oct 27 2013 19:29:45 GMT+0100 (CET)\
W	39.947751000	-3.764856000	29609.0	784	04	Sun Oct 27 2013 19:30:00 GMT+0100 (CET)\
W	39.948678000	-3.762003000	29666.0	785	04	Sun Oct 27 2013 19:30:15 GMT+0100 (CET)\
W	39.949533000	-3.759138000	29719.0	786	04	Sun Oct 27 2013 19:30:30 GMT+0100 (CET)\
W	39.950162000	-3.756226000	29770.0	787	04	Sun Oct 27 2013 19:30:45 GMT+0100 (CET)\
W	39.950696000	-3.753380000	29819.0	788	04	Sun Oct 27 2013 19:31:00 GMT+0100 (CET)\
W	39.951146000	-3.750543000	29864.0	789	04	Sun Oct 27 2013 19:31:15 GMT+0100 (CET)\
W	39.951623000	-3.747812000	29906.0	790	04	Sun Oct 27 2013 19:31:30 GMT+0100 (CET)\
W	39.952241000	-3.745100000	29948.0	791	04	Sun Oct 27 2013 19:31:45 GMT+0100 (CET)\
W	39.953080000	-3.742341000	29988.0	792	04	Sun Oct 27 2013 19:32:00 GMT+0100 (CET)\
W	39.954083000	-3.739498000	30027.0	793	04	Sun Oct 27 2013 19:32:15 GMT+0100 (CET)\
W	39.955186000	-3.736555000	30065.0	794	04	Sun Oct 27 2013 19:32:30 GMT+0100 (CET)\
W	39.956418000	-3.733415000	30102.0	795	04	Sun Oct 27 2013 19:32:45 GMT+0100 (CET)\
W	39.957669000	-3.730185000	30141.0	796	04	Sun Oct 27 2013 19:33:00 GMT+0100 (CET)\
W	39.958905000	-3.726751000	30179.0	797	04	Sun Oct 27 2013 19:33:15 GMT+0100 (CET)\
W	39.960042000	-3.723121000	30217.0	798	04	Sun Oct 27 2013 19:33:30 GMT+0100 (CET)\
W	39.961259000	-3.719395000	30256.0	799	04	Sun Oct 27 2013 19:33:45 GMT+0100 (CET)\
W	39.962289000	-3.715517000	30297.0	800	04	Sun Oct 27 2013 19:34:00 GMT+0100 (CET)\
W	39.963292000	-3.711435000	30339.0	801	04	Sun Oct 27 2013 19:34:15 GMT+0100 (CET)\
W	39.964425000	-3.707174000	30382.0	802	04	Sun Oct 27 2013 19:34:30 GMT+0100 (CET)\
W	39.965711000	-3.703056000	30427.0	803	04	Sun Oct 27 2013 19:34:45 GMT+0100 (CET)\
W	39.966836000	-3.698960000	30474.0	804	04	Sun Oct 27 2013 19:35:00 GMT+0100 (CET)\
W	39.967721000	-3.694723000	30522.0	805	04	Sun Oct 27 2013 19:35:15 GMT+0100 (CET)\
W	39.968701000	-3.690314000	30567.0	806	04	Sun Oct 27 2013 19:35:30 GMT+0100 (CET)\
W	39.969872000	-3.685879000	30613.0	807	04	Sun Oct 27 2013 19:35:45 GMT+0100 (CET)\
W	39.970975000	-3.681224000	30660.0	808	04	Sun Oct 27 2013 19:36:00 GMT+0100 (CET)\
W	39.972104000	-3.676504000	30707.0	809	04	Sun Oct 27 2013 19:36:15 GMT+0100 (CET)\
W	39.972943000	-3.671649000	30753.0	810	04	Sun Oct 27 2013 19:36:30 GMT+0100 (CET)\
W	39.973565000	-3.666984000	30795.0	811	04	Sun Oct 27 2013 19:36:45 GMT+0100 (CET)\
W	39.974236000	-3.661996000	30836.0	812	04	Sun Oct 27 2013 19:37:00 GMT+0100 (CET)\
W	39.974988000	-3.657105000	30875.0	813	04	Sun Oct 27 2013 19:37:15 GMT+0100 (CET)\
W	39.975736000	-3.651896000	30913.0	814	04	Sun Oct 27 2013 19:37:30 GMT+0100 (CET)\
W	39.976178000	-3.646656000	30947.0	815	04	Sun Oct 27 2013 19:37:45 GMT+0100 (CET)\
W	39.976396000	-3.641513000	30985.0	816	04	Sun Oct 27 2013 19:38:00 GMT+0100 (CET)\
W	39.976472000	-3.636220000	31018.0	817	04	Sun Oct 27 2013 19:38:15 GMT+0100 (CET)\
W	39.976708000	-3.630974000	31047.0	818	04	Sun Oct 27 2013 19:38:30 GMT+0100 (CET)\
W	39.976903000	-3.625789000	31080.0	819	04	Sun Oct 27 2013 19:38:45 GMT+0100 (CET)\
W	39.977094000	-3.620506000	31113.0	820	04	Sun Oct 27 2013 19:39:00 GMT+0100 (CET)\
W	39.977101000	-3.615207000	31151.0	821	04	Sun Oct 27 2013 19:39:15 GMT+0100 (CET)\
W	39.976964000	-3.610020000	31194.0	822	04	Sun Oct 27 2013 19:39:30 GMT+0100 (CET)\
W	39.976705000	-3.604720000	31236.0	823	04	Sun Oct 27 2013 19:39:45 GMT+0100 (CET)\
W	39.976480000	-3.599497000	31273.0	824	04	Sun Oct 27 2013 19:40:00 GMT+0100 (CET)\
W	39.976441000	-3.594354000	31310.0	825	04	Sun Oct 27 2013 19:40:15 GMT+0100 (CET)\
